file,title
1801_07374_enviar.arxiv.tex,A STATISTICAL COMPARISON BETWEEN PHOTOSPHERIC VECTOR MAGNETOGRAMS \\ OBTAINED BY SDO/HMI and Hinode/SP
1801_09370_A-Central-2E.tex,"\boldmath Observation of the anomalous isotopic symmetry
breaking in central diffractive production of the $f_1(1285)$ and
$a^0_0(980)$ resonances"
1801_10067_2018-01-11-BB84-SubmissionAPL.tex,Simple and high-speed polarization-based QKD
1801_08182_00_BrunstT_PontecorvoProceedings.tex,Detector Development for a Sterile Neutrino Search with the KATRIN Experiment
1801_06184_foamin.tex,Amplifying dark matter indirect detection signal by thermal effects at freeze-out
1801_02062_main.tex,"\titlec\thanks{This work was primarily supported by  DARPA (contract FA8650-15-C-7561) and in part by NSF (CNS-1319137, CNS-1421893, CNS-1514472 and DGE-1069311) and ONR (N00014-15-1-2208 and N00014-15-1-2378).
The views, opinions, and/or findings expressed are those of the author(s) and should not be interpreted as representing the
 official views or policies of the Department of Defense or the U.S. Government.
%
}
"
1801_05040_article_jonas.tex,Student Beats the Teacher: Deep Neural Networks for Lateral Ventricles Segmentation in Brain MR
1801_01331_VnCoreNLP.tex,VnCoreNLP: A Vietnamese Natural Language Processing Toolkit
1801_00437_PhosHOTI2WEB.tex,Minimal model for higher-order topological insulators and phosphorene
1801_01429_ms.tex,
1801_00908_main.tex,Instance Embedding Transfer to Unsupervised Video Object Segmentation
1801_02852_main.tex,"Distributed BA3C \thanks{This research was supported in part by PL-Grid Infrastructure, grant identifier \texttt{atarigamesgrid}.}"
1801_03889_neutronsv2_arXiv.tex,
1801_00722.tex,
1801_04677_manuscript_v4.tex,A study of electron and thermal transport in layered Titanium disulphide single crystals
1801_04769.tex,"Nonlocal Representation of the $sl(2,R)$ Algebra for the Chazy equation"
1801_06165_ncgb.tex,
1801_02970.tex,Tree modules and limits of the approximation theory
1801_09670_vacc.tex,
1801_07131_toroidal_mode.tex,All-dielectric
1801_09397_asymmetric_manuscript.tex,Concept of an Asymmetric Metasurface Absorber
1801_10532_AlgebraicFramesCombinationTechnique.tex,On the algebraic construction of sparse multilevel approximations of elliptic tensor product problems
1801_00656.tex," On the constant scalar curvature K\""ahler metrics (II)\\ ---existence results"
1801_06220_main.tex,
1801_09053_sample-sigconf.tex,
1801_08052_ms.tex,\vspace{-0.15cm}The Historic Development of the\\Zooarchaeological Database OssoBook and the \\xBook Framework for Scientific Databases
1801_03957_SUS-17-004_temp.tex,Combined search for electroweak production of charginos and neutralinos in proton-proton collisions at $\sqrt{s} = 13\TeV$
1801_01734.tex,Otopy classification in Hilbert space
1801_00062_main.tex,\vspace{-5mm}Dendritic error backpropagation\\ in deep cortical microcircuits
1801_03953_RAF_ratesJTB.tex,Tractable models of self-sustaining autocatalytic networks
1801_01773_paper_CLS_K_SM_Final.tex,Supplemental Material: The Collective Lamb Shift of a Nanoscale Atomic Vapour Layer within a Sapphire Cavity
1801_02022_unsteadyUGKS.tex,An Implicit Unified Gas-kinetic Scheme for Unsteady Flow in All Knudsen Regimes
1801_00338_main.tex,Butterfly Counting in Bipartite Networks
1801_06419_KoopmanControlCont.tex,Creating low-dimensional bilinear approximations of nonlinear PDEs from data
1801_01886_paper.tex,
1801_00920_dynamics.tex,More on the dynamics of the symbolic square root map
1801_04450_main.tex,\textnormal{\normalsize{The mixed Tate property of reductive groups}}
1801_06139_Towards_uncovering_the_structure_of_power_fluctuations_of_wind_farms.tex,Towards uncovering the structure of power fluctuations of wind farms
1801_00410_qLMS_enhanced_updated_review.tex,Enhanced \emph{q}-Least Mean Square
1801_00990_ILW-els.tex,A two-stage fourth order time-accurate discretization for Lax--Wendroff type flow solvers\\ II. High order numerical boundary conditions
1801_00205_rnd_fields_cs.tex,Random Incident Sound Waves for Fast Compressed Pulse-Echo Ultrasound Imaging
1801_05739_Aim_09b.tex,Avoiding apparent signaling in Bell tests for quantitative applications
1801_00704_2018-01-02-mismatch-v11.tex,
1801_04849_MultiQubitCorrection.tex, A Method of Finding a Lower Energy Solution to a QUBO/Ising Objective Function 
1801_07889_ijcai18.tex,A Theoretical Investigation of Graph Degree as an Unsupervised Normality Measure
1801_08487_Draft_ver6.tex,Coarse-grained patterns in multiplex networks
1801_07282_LatexDocument.tex,ALMA observations of lensed Herschel sources : Testing the dark-matter halo paradigm
1801_07120.tex,{\bf Counting subrings of the ring $\Z_m \times \Z_n$}
1801_00496.tex,On the tensor rank of $3\times 3$ permanent and determinant
1801_10015_AdaptiveEstimationVariance.tex,Adaptive Estimation of Noise Variance and Matrix Estimation via USVT Algorithm
1801_04179_Paper.tex,"Arhuaco: Deep Learning and Isolation Based Security for
Distributed High-Throughput Computing"
1801_07776_Rudolph_-_Long_Term_Drift_in_Si-MOS.tex,Long-term drift of Si-MOS quantum dots with intentional donor implants
1801_09655_main.tex,Real space mapping of topological invariants using artificial neural networks
1801_08785_UnidirectionalM27final.tex, Qualitative analysis of magnetic waveguides for two-dimensional Dirac fermions
1801_08671_FBPC_Myoung_ACSPhoton.tex,Flat-band localization and self-collimation of light in photonic crystals
1801_06887.tex,The extremal functions for triangle-free graphs with excluded minors
1801_03405_Varna_proc.tex,A group action principle for Nambu dynamics of spin degrees of freedom
1801_09956_VolatilityMCMC3.tex,
1801_01715_modgraph_extended.tex,Spectral Graph Forge:\\Graph Generation Targeting Modularity\thanks{This work was conducted when Luca Baldesi visited UC Irvine in 2016. All authors were partially supported by NSF Award III-1526736. A. Markopoulou is a member of the Center for Pervasive Communications and Computing (CPCC).}
1801_01246_manuscript.tex,Stabilizing Rabi Oscillation of a Charge Qubit via Atomic Clock Technique
1801_00624.tex,
1801_04985_GibbsSIRProperties.tex,
1801_03846_draft14_arXiv.tex,A Rydberg-dressed Magneto-Optical Trap
1801_06904.tex,"The exact Power Law for Buffon's needle landing near some Random Cantor Sets
"
1801_04599_Arithmetic_potentialism.tex,
1801_10183_CesrMeasurementTechniques-JINST.tex,Measurement Techniques for Low Emittance Tuning and Beam Dynamics at CESR
1801_06909.tex,Admissible modules and normality of nilpotent orbits
1801_09614_msaip.tex,
1801_06289_main_r2.tex,Integral Field Spectroscopy of Supernova Remnant 1E0102-7219 Reveals Fast-moving Hydrogen and Sulfur-rich Ejecta
1801_07741_ktcho_immobilize.tex,Immobilizing a Car While Its Ignition Is Turned Off
1801_08815_manuscript_symp_vs_asymp.tex,Who is the infector? Epidemic models with symptomatic and asymptomatic cases
1801_03010_main.tex,Interplay of colour kinematics duality and analytic calculation of multi-loop scattering amplitudes: one and two loops
1801_02928_ms2.tex,Strong Transverse Photosphere Magnetic Fields and Twist in Light Bridge Dividing $\delta$ Sunspot of Active Region 12673 
1801_09323_Resonances7.tex,Momentum exchange  between an electromagnetic wave and a dispersive medium
1801_08388_top.tex,A Benchmark and Evaluation of \\ Non-Rigid Structure from Motion
1801_04651_deep_net_triage.tex,Deep Net Triage:\\Analyzing the Importance of Network Layers via Structural Compression
1801_01045_main.tex,"The effect of metallicity on the atmospheres of exoplanets with fully coupled 3D hydrodynamics, equilibrium chemistry, and radiative transfer"
1801_07920_JLTP_SI_template_LTD17.tex,Initial investigation into the susceptibility of antenna-coupled LEKIDs to two level system affects
1801_08759_derivatives.tex,IGA NS
1801_03944_top_mass_arxiv.tex,"A Theoretical Study of Top-Mass Measurements at the LHC Using NLO+PS
  Generators of Increasing Accuracy"
1801_04577_DSFD2017.tex,Cascaded lattice Boltzmann method for incompressible thermal flows with heat sources and general thermal boundary conditions
1801_06823_Shyam_LC17.tex,"
\vspace{-2.0cm}
\begin{flushright}

{\large\bf LFTC-18-2/23}
 %% 
\vspace{1cm}
}

\end{flushright}
Charm production in interactions of antiproton with proton and nuclei
at ${\bar P}ANDA$ energies 
%\thanks{Grants or other notes
%about the article that should go on the front page should be
%placed here. General acknowledgments should be placed at the end of the article.}
"
1801_08032.tex,
1801_05064_main.tex,DKVF: A Framework for Rapid Prototyping and Evaluating Distributed Key-value Stores
1801_03990_ashton_jones_prix_50_years.tex,Understanding PSR~B1828-11
1801_01738_SCIS.tex,Energy-efficient resource allocation for hybrid bursty services in multi-relay OFDM networks
1801_08443_qcde-2017.tex,A first determination of the unpolarized quark TMDs from a global analysis
1801_05491_paper_dinola_inter.tex,Cooper-pair size and binding energy for unconventional superconducting systems
1801_05067.tex,
1801_03401_Bifree-Boolean.tex,
1801_02107_manuscript.tex,MIZ\={A}N: A Large Persian-English Parallel Corpus
1801_10063_MyhillNerode.tex,Characterisation of (Sub)sequential Rational Functions over a General Class Monoids
1801_10109_TRAN.tex,Trajectory-based Radical Analysis Network for Online Handwritten Chinese Character Recognition
1801_03671_LFnew_paper_2017_arxiv.tex,
1801_06948_surface_recoil_v0.6.tex,"Measurement of low-energy background events due to \rntt contamination on the surface of a NaI(Tl) crystal
\thanks{We thank the Korea Hydro and Nuclear Power (KHNP) Company for providing the underground laboratory space at Yangyang. This work was supported by IBS-R016-A1.}"
1801_10002_jinst-happacher.tex,\boldmath A title with some math: $x=1$
1801_04562_diffusionFMT_resub2.tex,Modeling diffusion in colloidal suspensions by dynamical density functional theory using fundamental measure theory of hard spheres
1801_02444.tex,Games of Incomplete Information and Myopic Equilibria
1801_09306_ICC18_v1.tex,Optimal Beam Sweeping and Communication in Mobile Millimeter-Wave Networks
1801_03286_DLCZ_v4_Final_Joint_arXiv.tex,Long-lived non-classical correlations for scalable quantum repeaters at room temperature
1801_08772.tex,"
Noncommutativity and nonassociativity of closed bosonic string on T-dual toroidal backgrounds
\thanks{Work supported in part by
the Serbian Ministry of Education, Science and Technological Development, under contract No. 171031. I also want to thank to Prof. Dr. Branislav Sazdovi\'c and Dr. Ljubica Davidovi\'c from Institute of Physics Belgrade
for useful discussions.}"
1801_03279_Diffusion_edit.tex,Study of Active Brownian Particle Diffusion in Polymer Solutions
1801_07129_artigo_sp_bec_bcs_220118.tex,
1801_07091_Bcdecay-dai.tex,Disclosing $D^*\bar{D}^*$ molecular states in the $B_c^- \to \pi^- J/\psi \omega$ decay
1801_05167_EMFup-CTA_v2.3.tex,\boldmath Prospects for joint Gravitational Wave and high-energy Electromagnetic observations of BNS systems
1801_02546_Q-in-crowdsourcing.tex,Quality in Crowdsourcing: Challenges and Opportunities
1801_08880_fr-marked-correlations.tex,
1801_05730_manuscript.tex,A Complete Analytical Study on the Dynamics of Simple Chaotic Systems
1801_00690_main.tex,{\bf\huge DeepMind Control Suite}
1801_04209.tex,Slant H-Toeplitz Operators on the Hardy space
1801_10008.tex,Supersymmetry and the Rotation Group
1801_02389_paper.tex,Non-Thermal Cosmic Rays During Big Bang Nucleosynthesis to Solve the Lithium Problem
1801_06308_oddkh.tex,An odd Khovanov homotopy type
1801_06526_FChen_EDAPS_2017_Jun.tex,"Hole Mobility Model for Si
Double-Gate Junctionless Transistors
"
1801_07791_PointCNN_arXiv.tex,PointCNN
1801_07699_multiplesle_uniqueness_arXiv_Jan2018.tex,\bf On the Uniqueness of Global Multiple SLEs
1801_03741.tex,Double asymptotic for random walks on hypercubes
1801_04609_main.tex,Short Paper: Risk-Based Permissions \\for Smart Home Platforms 
1801_03028_article-p-v4.tex,\textbf{Pattern selection in a ring of Kuramoto oscillators}
1801_06219_ForestAlchemy.tex,Predicting colloidal crystals from shapes via inverse design and machine learning
1801_09695_coma_udgs_pops_AFM_jan18.tex,
1801_06865.tex,"Interpolation between H\"" older and Lebesgue spaces with applications"
1801_09661_oem_package.tex,"Fast Penalized Regression and Cross Validation for Tall Data with the
\pkg{oem} Package"
1801_05762_main.tex,
1801_02196_Kashevarov_Bled2017.tex,$\eta$ and $\eta'$ photoproduction with EtaMAID including Regge phenomenology
1801_10315_Binder_cl-NER_05r.tex,Cluster nonequilibrium relaxation in Ising models observed with the Binder ratio
1801_07747_01_Main.tex,\textbf{\huge Quantified Degrees of Group Responsibility (Extended Abstract)\footnote{The full version of this paper appears  in \cite{quantified}.}}
1801_08613_ms.tex,A Rapidly Deployable Classification System using Visual Data for the Application of Precision Weed Management
1801_01683_floquet_ws.tex,Floquet Weyl semimetals in light irradiated type-II line-node semimetals
1801_08016_An_oscillatory_Fermat-Torricelli_tree.tex,
1801_07470_arixival_print.tex,\textbf{Doughnut shaped emission from vertical organic nanowire coupled to thin plasmonic film}
1801_04798_Linear_response_function_in_the_presence_of_elastic_scattering.tex,Linear response function in the presence of elastic scattering: \\  plasmons in graphene and  the two-dimensional electron gas
1801_07302_parabola.tex,"Unconventional cycles, pseudoadiabatics and  multiple adiabatic points"
1801_08423_IAUS.tex,Radio SED of highly star-forming galaxies
1801_03595_PO-UAV-JSAC_v12s.tex,Local Map-assisted Positioning for \\Flying Wireless Relays
1801_00515_dcs.tex,\ourTitle
1801_07549_comp.tex,Optimal Metastability-Containing Sorting Networks
1801_04712_supplemental.tex,Supplemental Material: Strain and quasiparticle excitations: Optical properties of carbon nanotubes from first principles
1801_02325_egpaper_for_review.tex,Long-term Multi-granularity Deep Framework for Driver Drowsiness Detection
1801_02720_MSPESIV_arxiv.tex,"Meterwavelength Single-pulse Polarimetric Emission Survey IV: 
The Period Dependence of Component Widths of Pulsars."
